polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,1119578,1119578:2,"
     Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
    ",FOOD#QUALITY,ingredients,"('20', '31')","['Yes', 'use', 'fancy', 'ingredients', 'even', 'fancy', 'ingredients', 'make', 'good', 'pizza', 'unless', 'someone', 'knows', 'get', 'crust', 'right']"
negative,1119578,1119578:2,"
     Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
    ",FOOD#QUALITY,pizza,"('80', '85')","['Yes', 'use', 'fancy', 'ingredients', 'even', 'fancy', 'ingredients', 'make', 'good', 'pizza', 'unless', 'someone', 'knows', 'get', 'crust', 'right']"
negative,1119578,1119578:2,"
     Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
    ",FOOD#QUALITY,crust,"('122', '127')","['Yes', 'use', 'fancy', 'ingredients', 'even', 'fancy', 'ingredients', 'make', 'good', 'pizza', 'unless', 'someone', 'knows', 'get', 'crust', 'right']"
negative,1119578,1119578:3,"
     A big disappointment, all around.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['A', 'big', 'disappointment', 'around']"
positive,1123262,1123262:0,"
     I think I've had some the best meals of my life at minnow.
    ",FOOD#QUALITY,meals,"('31', '36')","['I', 'think', 'best', 'meals', 'life', 'minnow']"
positive,1123262,1123262:1,"
     The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
    ",FOOD#QUALITY,seafood,"('4', '11')","['The', 'seafood', 'amazing', 'good', 'wine', 'list', 'menu', 'always', 'offers', 'great', 'surprises']"
positive,1123262,1123262:1,"
     The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
    ",DRINKS#STYLE_OPTIONS,wine list,"('39', '48')","['The', 'seafood', 'amazing', 'good', 'wine', 'list', 'menu', 'always', 'offers', 'great', 'surprises']"
positive,1123262,1123262:1,"
     The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.
    ",FOOD#STYLE_OPTIONS,menu,"('72', '76')","['The', 'seafood', 'amazing', 'good', 'wine', 'list', 'menu', 'always', 'offers', 'great', 'surprises']"
positive,1123262,1123262:2,"
     The combination of super-fresh ingredients in the dishes are unusual but really delicious.
    ",FOOD#QUALITY,ingredients,"('31', '42')","['The', 'combination', 'ingredients', 'dishes', 'unusual', 'really', 'delicious']"
positive,1123262,1123262:3,"
     Worth the trip from Manhattan.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Worth', 'trip', 'Manhattan']"
positive,1125006,1125006:1,"
     Best Pastrami I ever had and great portion without being ridiculous.
    ",FOOD#QUALITY,Pastrami,"('5', '13')","['Best', 'Pastrami', 'I', 'ever', 'great', 'portion', 'without', 'ridiculous']"
positive,1125006,1125006:1,"
     Best Pastrami I ever had and great portion without being ridiculous.
    ",FOOD#STYLE_OPTIONS,portion,"('35', '42')","['Best', 'Pastrami', 'I', 'ever', 'great', 'portion', 'without', 'ridiculous']"
positive,1125006,1125006:3,"
     My wife had the fried shrimp which are huge and loved it.
    ",FOOD#STYLE_OPTIONS,fried shrimp,"('16', '28')","['My', 'wife', 'fried', 'shrimp', 'huge', 'loved']"
positive,1125006,1125006:3,"
     My wife had the fried shrimp which are huge and loved it.
    ",FOOD#QUALITY,fried shrimp,"('16', '28')","['My', 'wife', 'fried', 'shrimp', 'huge', 'loved']"
positive,1125284,1125284:0,"
     As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.
    ",RESTAURANT#GENERAL,place,"('105', '110')","['As', 'Japanese', 'native', 'lived', 'Tristate', 'area', '8', 'years', 'I', 'amazed', 'place']"
positive,1125284,1125284:1,"
     This place is the most Japanese it can ever get.
    ",RESTAURANT#MISCELLANEOUS,place,"('5', '10')","['This', 'place', 'Japanese', 'ever', 'get']"
positive,1125284,1125284:2,"
     The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
    ",RESTAURANT#MISCELLANEOUS,signs,"('4', '9')","['The', 'signs', 'specials', 'menus', 'food', 'even', 'waitstaff', 'ALL', 'TOTALLY', 'Japanese']"
positive,1125284,1125284:2,"
     The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
    ",FOOD#STYLE_OPTIONS,specials menus,"('15', '29')","['The', 'signs', 'specials', 'menus', 'food', 'even', 'waitstaff', 'ALL', 'TOTALLY', 'Japanese']"
positive,1125284,1125284:2,"
     The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
    ",FOOD#QUALITY,food,"('31', '35')","['The', 'signs', 'specials', 'menus', 'food', 'even', 'waitstaff', 'ALL', 'TOTALLY', 'Japanese']"
positive,1125284,1125284:2,"
     The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.
    ",SERVICE#GENERAL,waitstaff,"('54', '63')","['The', 'signs', 'specials', 'menus', 'food', 'even', 'waitstaff', 'ALL', 'TOTALLY', 'Japanese']"
positive,1125284,1125284:3,"
     This place is worth an one-hour drive.
    ",RESTAURANT#GENERAL,place,"('5', '10')","['This', 'place', 'worth', 'drive']"
positive,1125284,1125284:4,"
     I am so coming back here again, as much as I can.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'coming', 'back', 'much', 'I']"
positive,1126814,1126814:0,"
     Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
    ",RESTAURANT#GENERAL,Leon,"('0', '4')","['Leon', 'East', 'Village', 'gem', 'casual', 'hip', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare', 'good', 'specials', 'warm', 'lively', 'atmosphere']"
positive,1126814,1126814:0,"
     Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
    ",AMBIENCE#GENERAL,Leon,"('0', '4')","['Leon', 'East', 'Village', 'gem', 'casual', 'hip', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare', 'good', 'specials', 'warm', 'lively', 'atmosphere']"
positive,1126814,1126814:0,"
     Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
    ",FOOD#QUALITY,specials,"('95', '103')","['Leon', 'East', 'Village', 'gem', 'casual', 'hip', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare', 'good', 'specials', 'warm', 'lively', 'atmosphere']"
positive,1126814,1126814:0,"
     Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
    ",AMBIENCE#GENERAL,atmosphere,"('123', '133')","['Leon', 'East', 'Village', 'gem', 'casual', 'hip', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare', 'good', 'specials', 'warm', 'lively', 'atmosphere']"
positive,1126814,1126814:0,"
     Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.
    ",FOOD#QUALITY,French bistro fare,"('70', '88')","['Leon', 'East', 'Village', 'gem', 'casual', 'hip', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare', 'good', 'specials', 'warm', 'lively', 'atmosphere']"
positive,1126814,1126814:1,"
     My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.
    ",SERVICE#GENERAL,staff,"('89', '94')","['My', 'wife', 'I', 'always', 'enjoy', 'young', 'always', 'well', 'trained', 'nevertheless', 'friendly', 'staff', 'story']"
neutral,1126814,1126814:3,"
     Decent wine at reasonable prices.
    ",DRINKS#QUALITY,wine,"('7', '11')","['Decent', 'wine', 'reasonable', 'prices']"
positive,1126814,1126814:3,"
     Decent wine at reasonable prices.
    ",DRINKS#PRICES,wine,"('7', '11')","['Decent', 'wine', 'reasonable', 'prices']"
positive,1126814,1126814:4,"
     Have been dozens of times and never failed to enjoy the experience.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Have', 'dozens', 'times', 'never', 'failed', 'enjoy', 'experience']"
positive,1126814,1126814:5,"
     Our teenage kids love it, too.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Our', 'teenage', 'kids', 'love']"
positive,1126886,1126886:0,"
     Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.
    ",RESTAURANT#GENERAL,Zucchero Pomodori,"('89', '106')","['Everytime', 'I', 'decide', 'try', 'another', 'place', 'UES', 'I', 'get', 'angry', 'I', 'go', 'Zucchero', 'Pomodori']"
positive,1126886,1126886:1,"
     This is by far my favorite place in the neighborhood.
    ",RESTAURANT#GENERAL,place,"('27', '32')","['This', 'far', 'favorite', 'place', 'neighborhood']"
positive,1126886,1126886:2,"
     The service is excellent, the decor is great, and the food is delicious and comes in large portions.
    ",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'excellent', 'decor', 'great', 'food', 'delicious', 'comes', 'large', 'portions']"
positive,1126886,1126886:2,"
     The service is excellent, the decor is great, and the food is delicious and comes in large portions.
    ",AMBIENCE#GENERAL,decor,"('30', '35')","['The', 'service', 'excellent', 'decor', 'great', 'food', 'delicious', 'comes', 'large', 'portions']"
positive,1126886,1126886:2,"
     The service is excellent, the decor is great, and the food is delicious and comes in large portions.
    ",FOOD#QUALITY,food,"('54', '58')","['The', 'service', 'excellent', 'decor', 'great', 'food', 'delicious', 'comes', 'large', 'portions']"
positive,1126886,1126886:2,"
     The service is excellent, the decor is great, and the food is delicious and comes in large portions.
    ",FOOD#STYLE_OPTIONS,portions,"('91', '99')","['The', 'service', 'excellent', 'decor', 'great', 'food', 'delicious', 'comes', 'large', 'portions']"
positive,1126886,1126886:4,"
     I'm partial to the Gnocchi.
    ",RESTAURANT#GENERAL,Gnocchi,"('19', '26')","['partial', 'Gnocchi']"
negative,1131595,1131595:0,"
     This place is incredibly tiny.
    ",RESTAURANT#MISCELLANEOUS,place,"('5', '10')","['This', 'place', 'incredibly', 'tiny']"
negative,1131595,1131595:1,"
     They refuse to seat parties of 3 or more on weekends.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['They', 'refuse', 'seat', 'parties', '3', 'weekends']"
negative,1131595,1131595:2,"
     The hostess is rude to the point of being offensive.
    ",SERVICE#GENERAL,hostess,"('4', '11')","['The', 'hostess', 'rude', 'point', 'offensive']"
negative,1131595,1131595:3,"
     The food was bland oily.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'bland', 'oily']"
negative,1131595,1131595:4,"
     I just don't understand all the hype...
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'understand', 'hype']"
positive,1138996,1138996:1,"
     We have been to this place many times, and always have great food, wine, and service.
    ",FOOD#QUALITY,food,"('61', '65')","['We', 'place', 'many', 'times', 'always', 'great', 'food', 'wine', 'service']"
positive,1138996,1138996:1,"
     We have been to this place many times, and always have great food, wine, and service.
    ",DRINKS#QUALITY,wine,"('67', '71')","['We', 'place', 'many', 'times', 'always', 'great', 'food', 'wine', 'service']"
positive,1138996,1138996:1,"
     We have been to this place many times, and always have great food, wine, and service.
    ",SERVICE#GENERAL,service,"('77', '84')","['We', 'place', 'many', 'times', 'always', 'great', 'food', 'wine', 'service']"
positive,1138996,1138996:2,"
     We were worried we would have trouble getting in, but somehow managed to have a short wait.
    ",SERVICE#GENERAL,wait,"('86', '90')","['We', 'worried', 'would', 'trouble', 'getting', 'somehow', 'managed', 'short', 'wait']"
positive,1138996,1138996:3,"
     As always we had a great glass of wine while we waited.
    ",DRINKS#QUALITY,glass of wine,"('25', '38')","['As', 'always', 'great', 'glass', 'wine', 'waited']"
positive,1138996,1138996:4,"
     When we sat, we got great and fast service.
    ",SERVICE#GENERAL,service,"('35', '42')","['When', 'sat', 'got', 'great', 'fast', 'service']"
positive,1138996,1138996:5,"
     The people that work there are always so friendly you forget you are in New York sometimes.
    ",SERVICE#GENERAL,people,"('4', '10')","['The', 'people', 'work', 'always', 'friendly', 'forget', 'New', 'York', 'sometimes']"
positive,1138996,1138996:6,"
     Make sure you try this place as often as you can.
    ",RESTAURANT#GENERAL,place,"('23', '28')","['Make', 'sure', 'try', 'place', 'often']"
positive,1145510,1145510:0,"
     This is a fun restaurant to go to.
    ",RESTAURANT#GENERAL,restaurant,"('14', '24')","['This', 'fun', 'restaurant', 'go']"
positive,1145510,1145510:1,"
     The pizza is yummy and I like the atmoshpere.
    ",FOOD#QUALITY,pizza,"('4', '9')","['The', 'pizza', 'yummy', 'I', 'like', 'atmoshpere']"
positive,1145510,1145510:1,"
     The pizza is yummy and I like the atmoshpere.
    ",AMBIENCE#GENERAL,atmoshpere,"('34', '44')","['The', 'pizza', 'yummy', 'I', 'like', 'atmoshpere']"
negative,1145510,1145510:2,"
     But the pizza is way to expensive.
    ",FOOD#PRICES,pizza,"('8', '13')","['But', 'pizza', 'way', 'expensive']"
negative,1145510,1145510:3,"
     A large is $20, and toppings are about $3 each.
    ",FOOD#PRICES,NULL,"('0', '0')","['A', 'large', '20', 'toppings', '3']"
negative,1145510,1145510:3,"
     A large is $20, and toppings are about $3 each.
    ",FOOD#PRICES,toppings,"('20', '28')","['A', 'large', '20', 'toppings', '3']"
negative,1147082,1147082:0,"
     I went there for lunch and it was not as good as I expected from the reviews I read.
    ",FOOD#QUALITY,lunch,"('17', '22')","['I', 'went', 'lunch', 'good', 'I', 'expected', 'reviews', 'I', 'read']"
negative,1147082,1147082:1,"
     Sauce was watery and the food didn't have much flavor.
    ",FOOD#QUALITY,Sauce,"('0', '5')","['Sauce', 'watery', 'food', 'much', 'flavor']"
negative,1147082,1147082:1,"
     Sauce was watery and the food didn't have much flavor.
    ",FOOD#QUALITY,food,"('25', '29')","['Sauce', 'watery', 'food', 'much', 'flavor']"
negative,1147082,1147082:3,"
     I don't think I would go again.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'think', 'I', 'would', 'go']"
positive,1147211,1147211:0,"
     This place is great.
    ",RESTAURANT#GENERAL,place,"('5', '10')","['This', 'place', 'great']"
positive,1147211,1147211:1,"
     I had a huge group for my birthday and we were well taken care of.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['I', 'huge', 'group', 'birthday', 'well', 'taken', 'care']"
positive,1147211,1147211:2,"
     The waitress was very patient with us and the food is phenomenal!
    ",SERVICE#GENERAL,waitress,"('4', '12')","['The', 'waitress', 'patient', 'us', 'food', 'phenomenal']"
positive,1147211,1147211:2,"
     The waitress was very patient with us and the food is phenomenal!
    ",FOOD#QUALITY,food,"('46', '50')","['The', 'waitress', 'patient', 'us', 'food', 'phenomenal']"
positive,1147211,1147211:3,"
     Service was prompt, friendly and great.
    ",SERVICE#GENERAL,Service,"('0', '7')","['Service', 'prompt', 'friendly', 'great']"
negative,1147211,1147211:4,"
     Slightly on the pricey side but worth it!
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['Slightly', 'pricey', 'side', 'worth']"
positive,1147211,1147211:4,"
     Slightly on the pricey side but worth it!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Slightly', 'pricey', 'side', 'worth']"
positive,1153034,1153034:0,"
     Great pizza and fantastic service.
    ",FOOD#QUALITY,pizza,"('6', '11')","['Great', 'pizza', 'fantastic', 'service']"
positive,1153034,1153034:0,"
     Great pizza and fantastic service.
    ",SERVICE#GENERAL,service,"('26', '33')","['Great', 'pizza', 'fantastic', 'service']"
positive,1153034,1153034:1,"
     There was a small wait, but shorter than I expected.
    ",SERVICE#GENERAL,wait,"('18', '22')","['There', 'small', 'wait', 'shorter', 'I', 'expected']"
positive,1153034,1153034:2,"
     Located at the end of a magnificent block.
    ",LOCATION#GENERAL,block,"('36', '41')","['Located', 'end', 'magnificent', 'block']"
positive,1153034,1153034:3,"
     Very cozy and warm inside.....
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['Very', 'cozy', 'warm', 'inside']"
positive,1153034,1153034:4,"
     I will be back!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'back']"
positive,1154550,1154550:0,"
     This is the best sushi in new york city - hands down.
    ",FOOD#QUALITY,sushi,"('17', '22')","['This', 'best', 'sushi', 'new', 'york', 'city', 'hands']"
negative,1154550,1154550:1,"
     The place is small and cramped but the food is fantastic.
    ",AMBIENCE#GENERAL,place,"('4', '9')","['The', 'place', 'small', 'cramped', 'food', 'fantastic']"
positive,1154550,1154550:1,"
     The place is small and cramped but the food is fantastic.
    ",FOOD#QUALITY,food,"('39', '43')","['The', 'place', 'small', 'cramped', 'food', 'fantastic']"
positive,1154550,1154550:2,"
     Get the tuna of gari.
    ",FOOD#QUALITY,tuna of gari,"('8', '20')","['Get', 'tuna', 'gari']"
positive,1162037,1162037:0,"
     Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
    ",FOOD#QUALITY,sushi,"('75', '80')","['Planet', 'Thailand', 'always', 'hit', 'I', 'go', 'usually', 'sushi', 'great', 'thai', 'food', 'excellent']"
positive,1162037,1162037:0,"
     Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
    ",FOOD#QUALITY,thai food,"('103', '112')","['Planet', 'Thailand', 'always', 'hit', 'I', 'go', 'usually', 'sushi', 'great', 'thai', 'food', 'excellent']"
positive,1162037,1162037:0,"
     Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
    ",RESTAURANT#GENERAL,Planet Thailand,"('0', '15')","['Planet', 'Thailand', 'always', 'hit', 'I', 'go', 'usually', 'sushi', 'great', 'thai', 'food', 'excellent']"
positive,1162037,1162037:1,"
     With the great variety on the menu , I eat here often and never get bored .
    ",FOOD#STYLE_OPTIONS,menu,"('30', '34')","['With', 'great', 'variety', 'menu', 'I', 'eat', 'often', 'never', 'get', 'bored']"
neutral,1162037,1162037:2,"
     The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .
    ",AMBIENCE#GENERAL,atmosphere,"('4', '14')","['The', 'atmosphere', 'greatest', 'I', 'suppose', 'keep', 'prices']"
positive,1162037,1162037:2,"
     The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .
    ",RESTAURANT#PRICES,NULL,"('0', '0')","['The', 'atmosphere', 'greatest', 'I', 'suppose', 'keep', 'prices']"
positive,1162037,1162037:3,"
     It's all about the food !!
    ",FOOD#QUALITY,food,"('19', '23')",['food']
negative,1167434,1167434:1,"
     first it took us a long time to find the place.
    ",RESTAURANT#MISCELLANEOUS,place,"('41', '46')","['first', 'took', 'us', 'long', 'time', 'find', 'place']"
negative,1167434,1167434:3,"
     but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.
    ",FOOD#STYLE_OPTIONS,menu,"('26', '30')","['looked', 'menu', 'lot', 'choices', 'dumplings', 'appetizer', 'section']"
neutral,1167434,1167434:5,"
     those rolls were big, but not good and sashimi wasn't fresh.
    ",FOOD#STYLE_OPTIONS,rolls,"('6', '11')","['rolls', 'big', 'good', 'sashimi', 'fresh']"
negative,1167434,1167434:5,"
     those rolls were big, but not good and sashimi wasn't fresh.
    ",FOOD#QUALITY,rolls,"('6', '11')","['rolls', 'big', 'good', 'sashimi', 'fresh']"
negative,1167434,1167434:5,"
     those rolls were big, but not good and sashimi wasn't fresh.
    ",FOOD#QUALITY,sashimi,"('39', '46')","['rolls', 'big', 'good', 'sashimi', 'fresh']"
negative,1167434,1167434:6,"
     they were dry and disgusting, i didn't even finish my first piece.
    ",FOOD#QUALITY,NULL,"('0', '0')","['dry', 'disgusting', 'even', 'finish', 'first', 'piece']"
positive,1175958,1175958:0,"
     Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['like', 'Cheers', 'everyone', 'knows', 'name', 'ACTUALLY', 'glad', 'came']"
positive,1175958,1175958:1,"
     Try the crunchy tuna, it is to die for.
    ",FOOD#QUALITY,crunchy tuna,"('8', '20')","['Try', 'crunchy', 'tuna', 'die']"
positive,1175958,1175958:2,"
     Try everything for that matter, it is all good.
    ",FOOD#QUALITY,NULL,"('0', '0')","['Try', 'everything', 'matter', 'good']"
positive,1175958,1175958:3,"
     I have been going there since it opened and I can't get enough.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'going', 'since', 'opened', 'I', 'get', 'enough']"
positive,1189674,1189674:0,"
     First went here to enjoy their garden terrace.
    ",AMBIENCE#GENERAL,garden terrace,"('31', '45')","['First', 'went', 'enjoy', 'garden', 'terrace']"
positive,1189674,1189674:1,"
     The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'amazing', 'service', 'prompt', 'helpful', 'rushed']"
positive,1189674,1189674:1,"
     The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.
    ",SERVICE#GENERAL,service,"('30', '37')","['The', 'food', 'amazing', 'service', 'prompt', 'helpful', 'rushed']"
positive,1189674,1189674:2,"
     The Steak Tartare is a great bet, they fix it for you at the table.
    ",FOOD#STYLE_OPTIONS,Steak Tartare,"('4', '17')","['The', 'Steak', 'Tartare', 'great', 'bet', 'fix', 'table']"
positive,1189674,1189674:3,"
     Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
    ",AMBIENCE#GENERAL,open kitchen,"('71', '83')","['Admittedly', 'nights', 'inside', 'restaurant', 'rather', 'warm', 'open', 'kitchen', 'part', 'charm']"
negative,1189674,1189674:3,"
     Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
    ",AMBIENCE#GENERAL,restaurant,"('34', '44')","['Admittedly', 'nights', 'inside', 'restaurant', 'rather', 'warm', 'open', 'kitchen', 'part', 'charm']"
positive,1189674,1189674:4,"
     Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
    ",DRINKS#STYLE_OPTIONS,wine selection,"('6', '20')","['Great', 'wine', 'selection', 'Gigondas', 'worth', 'price', 'house', 'champagne', 'great', 'value']"
positive,1189674,1189674:4,"
     Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
    ",DRINKS#QUALITY,Gigondas,"('22', '30')","['Great', 'wine', 'selection', 'Gigondas', 'worth', 'price', 'house', 'champagne', 'great', 'value']"
positive,1189674,1189674:4,"
     Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
    ",DRINKS#PRICES,house champagne,"('59', '74')","['Great', 'wine', 'selection', 'Gigondas', 'worth', 'price', 'house', 'champagne', 'great', 'value']"
neutral,1189674,1189674:5,"
     It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
    ",AMBIENCE#GENERAL,NULL,"('0', '0')","['It', 'may', 'bit', 'packed', 'weekends', 'vibe', 'good', 'best', 'French', 'food', 'find', 'area']"
positive,1189674,1189674:5,"
     It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
    ",AMBIENCE#GENERAL,vibe,"('44', '48')","['It', 'may', 'bit', 'packed', 'weekends', 'vibe', 'good', 'best', 'French', 'food', 'find', 'area']"
positive,1189674,1189674:5,"
     It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
    ",FOOD#QUALITY,French food,"('76', '87')","['It', 'may', 'bit', 'packed', 'weekends', 'vibe', 'good', 'best', 'French', 'food', 'find', 'area']"
positive,1189674,1189674:6,"
     Have recommended the place to friends, always gets good response.
    ",RESTAURANT#MISCELLANEOUS,place,"('21', '26')","['Have', 'recommended', 'place', 'friends', 'always', 'gets', 'good', 'response']"
