polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,1470286,1470286:1,Delivery is fast too.,SERVICE#GENERAL,Delivery,"('0', '8')","['Delivery', 'fast']"
positive,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL,service,"('15', '22')","['Great', 'friendly', 'service', 'Fast', 'seating', 'Fast', 'Delivery', 'Excellent', 'sushi']"
positive,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL,seating,"('29', '36')","['Great', 'friendly', 'service', 'Fast', 'seating', 'Fast', 'Delivery', 'Excellent', 'sushi']"
positive,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",SERVICE#GENERAL,Delivery,"('43', '51')","['Great', 'friendly', 'service', 'Fast', 'seating', 'Fast', 'Delivery', 'Excellent', 'sushi']"
positive,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",FOOD#QUALITY,sushi,"('63', '68')","['Great', 'friendly', 'service', 'Fast', 'seating', 'Fast', 'Delivery', 'Excellent', 'sushi']"
negative,1470286,1470286:3,A little overpriced but worth it once you take a bite.,FOOD#PRICES,NULL,"('0', '0')","['A', 'little', 'overpriced', 'worth', 'take', 'bite']"
positive,1470286,1470286:3,A little overpriced but worth it once you take a bite.,FOOD#QUALITY,NULL,"('0', '0')","['A', 'little', 'overpriced', 'worth', 'take', 'bite']"
positive,1470334,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,FOOD#QUALITY,bagel,"('63', '68')","['either', 'midtown', 'far', 'best', 'bagel', 'NY']"
positive,1470334,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD#QUALITY,bagels,"('4', '10')","['The', 'bagels', 'always', 'warm', 'soft', 'inside', 'crispy', 'outside', 'enormous', 'size']"
positive,1470334,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD#STYLE_OPTIONS,bagels,"('4', '10')","['The', 'bagels', 'always', 'warm', 'soft', 'inside', 'crispy', 'outside', 'enormous', 'size']"
positive,1470334,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,FOOD#QUALITY,salads,"('71', '77')","['They', 'huge', 'selection', 'different', 'cream', 'cheeses', 'salads', 'great']"
positive,1470334,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,FOOD#STYLE_OPTIONS,cream cheeses,"('40', '53')","['They', 'huge', 'selection', 'different', 'cream', 'cheeses', 'salads', 'great']"
positive,1470334,1470334:4,The lox is always fresh too.,FOOD#QUALITY,lox,"('4', '7')","['The', 'lox', 'always', 'fresh']"
positive,1470334,1470334:5,Highly recommended to all!,RESTAURANT#GENERAL,NULL,"('0', '0')","['Highly', 'recommended']"
negative,1471273,1471273:2,Not impressed with the food.,FOOD#QUALITY,food,"('23', '27')","['Not', 'impressed', 'food']"
negative,1471273,1471273:3,Prices too high for this cramped and unappealing resturant.,RESTAURANT#PRICES,resturant,"('49', '58')","['Prices', 'high', 'cramped', 'unappealing', 'resturant']"
negative,1471273,1471273:3,Prices too high for this cramped and unappealing resturant.,AMBIENCE#GENERAL,resturant,"('49', '58')","['Prices', 'high', 'cramped', 'unappealing', 'resturant']"
negative,1471273,1471273:4,Zero ambiance to boot.,AMBIENCE#GENERAL,ambiance,"('5', '13')","['Zero', 'ambiance', 'boot']"
negative,1476493,1476493:0,I thought this place was totally overrated.,RESTAURANT#GENERAL,place,"('15', '20')","['I', 'thought', 'place', 'totally', 'overrated']"
neutral,1476493,1476493:1,Everything we had was good or ok....but definitely nothing great.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Everything', 'good', 'ok', 'definitely', 'nothing', 'great']"
positive,1476493,1476493:2,"The ambience was nice, but service wasn't so great.",AMBIENCE#GENERAL,ambience,"('4', '12')","['The', 'ambience', 'nice', 'service', 'great']"
negative,1476493,1476493:2,"The ambience was nice, but service wasn't so great.",SERVICE#GENERAL,service,"('27', '34')","['The', 'ambience', 'nice', 'service', 'great']"
negative,1476493,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",RESTAURANT#GENERAL,NULL,"('0', '0')","['When', 'add', 'together', 'seem', 'worth', 'especially', 'considering', 'prices']"
negative,1476493,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",RESTAURANT#PRICES,NULL,"('0', '0')","['When', 'add', 'together', 'seem', 'worth', 'especially', 'considering', 'prices']"
positive,1477631,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,RESTAURANT#GENERAL,Shabu-Shabu Restaurant,"('17', '39')","['This', 'BEST', 'Restaurant', 'Area']"
positive,1477631,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,FOOD#QUALITY,food,"('55', '59')","['I', 'lived', 'Japan', '7', 'years', 'taste', 'food', 'feel', 'restaurant', 'like', 'back', 'Japan']"
positive,1477631,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,AMBIENCE#GENERAL,feel,"('68', '72')","['I', 'lived', 'Japan', '7', 'years', 'taste', 'food', 'feel', 'restaurant', 'like', 'back', 'Japan']"
positive,1477631,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,FOOD#QUALITY,Shabu-Shabu,"('37', '48')","['Thius', 'must', 'anyone', 'loves']"
positive,1486041,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE#GENERAL,atmosphere,"('4', '14')","['The', 'atmosphere', 'nothing', 'special', 'feels', 'like', 'Sushi', 'establishment', 'Tokyo']"
positive,1486041,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS,owner,"('4', '9')","['The', 'owner', 'staff', 'Japanese', 'well', 'adds', 'entire', 'ambiance']"
positive,1486041,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS,staff,"('14', '19')","['The', 'owner', 'staff', 'Japanese', 'well', 'adds', 'entire', 'ambiance']"
positive,1486041,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,AMBIENCE#GENERAL,ambiance,"('73', '81')","['The', 'owner', 'staff', 'Japanese', 'well', 'adds', 'entire', 'ambiance']"
negative,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS,menu,"('27', '31')","['Despite', 'slightly', 'limited', 'menu', 'everything', 'prepared', 'done', 'perfection', 'ultra', 'fresh', 'work', 'food', 'art']"
positive,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#QUALITY,NULL,"('0', '0')","['Despite', 'slightly', 'limited', 'menu', 'everything', 'prepared', 'done', 'perfection', 'ultra', 'fresh', 'work', 'food', 'art']"
positive,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['Despite', 'slightly', 'limited', 'menu', 'everything', 'prepared', 'done', 'perfection', 'ultra', 'fresh', 'work', 'food', 'art']"
positive,1486041,1486041:3,I must give it Yon out of Yon stars!,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'must', 'give', 'Yon', 'Yon', 'stars']"
positive,1486041,1486041:4,Taxan delicious!,FOOD#QUALITY,Taxan,"('0', '5')","['Taxan', 'delicious']"
positive,1490757,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",RESTAURANT#GENERAL,NULL,"('5', '15')","['This', 'restaurant', 'recommended', 'local', 'matter', 'fact', 'made', 'reservation', 'us', 'said', 'would', 'disappointed']"
positive,1490757,1490757:2,The prices were CHEAP compared to the quality of service and food.,RESTAURANT#PRICES,NULL,"('0', '0')","['The', 'prices', 'CHEAP', 'compared', 'quality', 'service', 'food']"
positive,1490757,1490757:2,The prices were CHEAP compared to the quality of service and food.,SERVICE#GENERAL,service,"('49', '56')","['The', 'prices', 'CHEAP', 'compared', 'quality', 'service', 'food']"
positive,1490757,1490757:2,The prices were CHEAP compared to the quality of service and food.,FOOD#QUALITY,food,"('61', '65')","['The', 'prices', 'CHEAP', 'compared', 'quality', 'service', 'food']"
positive,1490757,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",RESTAURANT#GENERAL,NULL,"('0', '0')","['We', 'liked', 'much', 'always', 'make', 'point', 'dine', 'visit', 'New', 'York']"
neutral,1496205,1496205:1,The location and ambience is Ok but the food is what makes up for it.,LOCATION#GENERAL,location,"('4', '12')","['The', 'location', 'ambience', 'Ok', 'food', 'makes']"
neutral,1496205,1496205:1,The location and ambience is Ok but the food is what makes up for it.,AMBIENCE#GENERAL,ambience,"('17', '25')","['The', 'location', 'ambience', 'Ok', 'food', 'makes']"
positive,1496205,1496205:1,The location and ambience is Ok but the food is what makes up for it.,FOOD#QUALITY,food,"('40', '44')","['The', 'location', 'ambience', 'Ok', 'food', 'makes']"
positive,1496205,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['There', 'lot', 'variety', 'even', 'people', 'eat', 'vegetarian', 'like']"
positive,1496205,1496205:3,Try green curry with vegetables.,FOOD#QUALITY,green curry with vegetables,"('4', '31')","['Try', 'green', 'curry', 'vegetables']"
positive,1496205,1496205:4,"The quantity is also very good, you will come out satisfied.",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['The', 'quantity', 'also', 'good', 'come', 'satisfied']"
neutral,1496205,1496205:5,"The service is ok, some of the people didn't get what they asked for.",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'ok', 'people', 'get', 'asked']"
positive,1496707,1496707:0,I was there on sat. for my birthday and we had an excellent time.,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'sat', 'birthday', 'excellent', 'time']"
positive,1496707,1496707:1,I had the best ravioli ever.,FOOD#QUALITY,ravioli,"('15', '22')","['I', 'best', 'ravioli', 'ever']"
positive,1496707,1496707:2,The wine the service was very good too.,DRINKS#QUALITY,wine,"('4', '8')","['The', 'wine', 'service', 'good']"
positive,1496707,1496707:2,The wine the service was very good too.,SERVICE#GENERAL,service,"('13', '20')","['The', 'wine', 'service', 'good']"
neutral,1496707,1496707:3,Moderate prices.,RESTAURANT#PRICES,NULL,"('0', '0')","['Moderate', 'prices']"
neutral,1496707,1496707:4,A little noise but I think that was because of our party!,AMBIENCE#GENERAL,NULL,"('0', '0')","['A', 'little', 'noise', 'I', 'think', 'party']"
positive,1500453,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE#GENERAL,trattoria,"('25', '34')","['This', 'quaint', 'romantic', 'trattoria', 'top', 'Manhattan', 'restaurant', 'list']"
positive,1500453,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,RESTAURANT#GENERAL,trattoria,"('25', '34')","['This', 'quaint', 'romantic', 'trattoria', 'top', 'Manhattan', 'restaurant', 'list']"
positive,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'delicious', 'specials', 'regular', 'dishes', 'never', 'disappointment']"
positive,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY,dishes,"('72', '78')","['The', 'food', 'delicious', 'specials', 'regular', 'dishes', 'never', 'disappointment']"
positive,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY,specials,"('33', '41')","['The', 'food', 'delicious', 'specials', 'regular', 'dishes', 'never', 'disappointment']"
positive,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD#QUALITY,regular menu-fare,"('49', '66')","['The', 'food', 'delicious', 'specials', 'regular', 'dishes', 'never', 'disappointment']"
positive,1500453,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",FOOD#QUALITY,parmesean porcini souffle,"('17', '42')","['Whether', 'parmesean', 'porcini', 'souffle', 'lamb', 'glazed', 'balsamic', 'vinegar', 'surely', 'transported', 'Northern', 'Italy', 'one', 'bite']"
positive,1500453,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",FOOD#QUALITY,lamb glazed with balsamic vinegar,"('50', '83')","['Whether', 'parmesean', 'porcini', 'souffle', 'lamb', 'glazed', 'balsamic', 'vinegar', 'surely', 'transported', 'Northern', 'Italy', 'one', 'bite']"
positive,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE#GENERAL,candle-light,"('49', '61')","['Although', 'tables', 'may', 'closely', 'situated', 'service', 'overcompensate']"
positive,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",FOOD#QUALITY,food,"('63', '67')","['Although', 'tables', 'may', 'closely', 'situated', 'service', 'overcompensate']"
positive,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",SERVICE#GENERAL,service,"('80', '87')","['Although', 'tables', 'may', 'closely', 'situated', 'service', 'overcompensate']"
negative,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE#GENERAL,tables,"('13', '19')","['Although', 'tables', 'may', 'closely', 'situated', 'service', 'overcompensate']"
positive,1500453,1500453:5,A guaranteeed delight!,RESTAURANT#GENERAL,NULL,"('0', '0')","['A', 'guaranteeed', 'delight']"
positive,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD#QUALITY,food,"('99', '103')","['I', 'known', 'secret', 'last', '13', 'years', 'Emilio', 'Godfather', 'continued', 'serve', 'food', 'wine', 'gods', 'mortal', 'prices']"
positive,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",DRINKS#QUALITY,wine,"('108', '112')","['I', 'known', 'secret', 'last', '13', 'years', 'Emilio', 'Godfather', 'continued', 'serve', 'food', 'wine', 'gods', 'mortal', 'prices']"
positive,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD#PRICES,food,"('99', '103')","['I', 'known', 'secret', 'last', '13', 'years', 'Emilio', 'Godfather', 'continued', 'serve', 'food', 'wine', 'gods', 'mortal', 'prices']"
positive,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",DRINKS#PRICES,wine,"('108', '112')","['I', 'known', 'secret', 'last', '13', 'years', 'Emilio', 'Godfather', 'continued', 'serve', 'food', 'wine', 'gods', 'mortal', 'prices']"
positive,1506491,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY,marinara/arrabiatta sauce,"('19', '44')","['If', 'go', 'try', 'marinara', 'arrabiatta', 'sauce', 'mozzarella', 'en', 'Carozza', 'mmmmmmmm', 'everything', 'delicious']"
positive,1506491,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY,mozzarella en Carozza,"('50', '71')","['If', 'go', 'try', 'marinara', 'arrabiatta', 'sauce', 'mozzarella', 'en', 'Carozza', 'mmmmmmmm', 'everything', 'delicious']"
positive,1506491,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD#QUALITY,NULL,"('0', '0')","['If', 'go', 'try', 'marinara', 'arrabiatta', 'sauce', 'mozzarella', 'en', 'Carozza', 'mmmmmmmm', 'everything', 'delicious']"
positive,1506491,1506491:2,Check out the secret back room.,AMBIENCE#GENERAL,back room,"('21', '30')","['Check', 'secret', 'back', 'room']"
positive,1506491,1506491:4,I pray it stays open forever.,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'pray', 'stays', 'open', 'forever']"
positive,1506491,1506491:5,Thank You Emilio.,RESTAURANT#GENERAL,Emilio,"('10', '16')","['Thank', 'You', 'Emilio']"
positive,1538149,1538149:0,"I found the food, service and value exceptional everytime I have been there.",FOOD#QUALITY,food,"('12', '16')","['I', 'found', 'food', 'service', 'value', 'exceptional', 'everytime', 'I']"
positive,1538149,1538149:0,"I found the food, service and value exceptional everytime I have been there.",SERVICE#GENERAL,service,"('18', '25')","['I', 'found', 'food', 'service', 'value', 'exceptional', 'everytime', 'I']"
positive,1538149,1538149:0,"I found the food, service and value exceptional everytime I have been there.",RESTAURANT#PRICES,NULL,"('0', '0')","['I', 'found', 'food', 'service', 'value', 'exceptional', 'everytime', 'I']"
positive,1538149,1538149:1,The food was authentic.,FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'authentic']"
positive,1538149,1538149:2,I felt as though I were eating in Paris.,FOOD#QUALITY,NULL,"('0', '0')","['I', 'felt', 'though', 'I', 'eating', 'Paris']"
positive,1538149,1538149:3,The service was excellent - friendly and attentive.,SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'excellent', 'friendly', 'attentive']"
positive,1538149,1538149:4,The prices are wonderfully low.,RESTAURANT#PRICES,NULL,"('0', '0')","['The', 'prices', 'wonderfully', 'low']"
positive,1538149,1538149:5,Very good wine choices.,DRINKS#STYLE_OPTIONS,wine choices,"('10', '22')","['Very', 'good', 'wine', 'choices']"
positive,1543345,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,FOOD#QUALITY,pizza,"('44', '49')","['Who', 'room', 'Cheesesticks', 'best', 'pizza', 'NYC']"
positive,1543345,1543345:2,Get the pepperoni - YUM - and a family style salad.,FOOD#QUALITY,pepperoni,"('8', '17')","['Get', 'pepperoni', 'YUM', 'family', 'style', 'salad']"
positive,1543345,1543345:2,Get the pepperoni - YUM - and a family style salad.,FOOD#QUALITY,family style salad,"('32', '50')","['Get', 'pepperoni', 'YUM', 'family', 'style', 'salad']"
positive,1543345,1543345:3,Great staff.,SERVICE#GENERAL,staff,"('6', '11')","['Great', 'staff']"
positive,1543345,1543345:4,Always great service!,SERVICE#GENERAL,service,"('13', '20')","['Always', 'great', 'service']"
positive,1543345,1543345:5,I go twice a month!,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'go', 'twice', 'month']"
positive,1543345,1543345:6,Fantastic!,RESTAURANT#GENERAL,NULL,"('0', '0')",['Fantastic']
positive,1561259,1561259:0,"The food is good, I can't lie.",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'good', 'I', 'lie']"
negative,1561259,1561259:1,But the staff was so horrible to us.,SERVICE#GENERAL,staff,"('8', '13')","['But', 'staff', 'horrible', 'us']"
negative,1561259,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE#GENERAL,hostess,"('4', '11')","['The', 'hostess', 'waitress', 'incredibly', 'rude', 'everything', 'could', 'rush', 'us']"
negative,1561259,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE#GENERAL,waitress,"('20', '28')","['The', 'hostess', 'waitress', 'incredibly', 'rude', 'everything', 'could', 'rush', 'us']"
negative,1561259,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE#GENERAL,waitress,"('40', '48')","['We', 'planning', 'get', 'dessert', 'waitress', 'basically', 'bill', 'us', 'chance', 'order']"
negative,1561259,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",RESTAURANT#PRICES,place,"('5', '10')","['This', 'place', 'pricey', 'yes', 'food', 'worth', 'service', 'makes', 'feel', 'like', 'paying', 'quater', 'price']"
positive,1561259,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",FOOD#QUALITY,food,"('35', '39')","['This', 'place', 'pricey', 'yes', 'food', 'worth', 'service', 'makes', 'feel', 'like', 'paying', 'quater', 'price']"
negative,1561259,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",SERVICE#GENERAL,service,"('61', '68')","['This', 'place', 'pricey', 'yes', 'food', 'worth', 'service', 'makes', 'feel', 'like', 'paying', 'quater', 'price']"
negative,1561259,1561259:5,Save yourself the time and trouble and skip this one!,RESTAURANT#GENERAL,NULL,"('0', '0')","['Save', 'time', 'trouble', 'skip', 'one']"
neutral,1572027,1572027:1,Amma is nothing special.,RESTAURANT#GENERAL,Amma,"('0', '4')","['Amma', 'nothing', 'special']"
negative,1572027,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,FOOD#QUALITY,dishes,"('37', '43')","['I', 'ate', 'week', 'ago', 'found', 'dishes', 'average', 'best', 'expensive']"
negative,1572027,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,FOOD#PRICES,dishes,"('37', '43')","['I', 'ate', 'week', 'ago', 'found', 'dishes', 'average', 'best', 'expensive']"
negative,1572027,1572027:4,Will not be back.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Will', 'back']"
negative,1572033,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY,vegetarian dishes,"('31', '48')","['dine', 'Tamarind', 'vegetarian', 'dishes', 'simply', 'par', 'selections']"
positive,1572033,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY,non-veg selections,"('89', '107')","['dine', 'Tamarind', 'vegetarian', 'dishes', 'simply', 'par', 'selections']"
positive,1572033,1572033:1,Decor is nice though service can be spotty.,AMBIENCE#GENERAL,Decor,"('0', '5')","['Decor', 'nice', 'though', 'service', 'spotty']"
negative,1572033,1572033:1,Decor is nice though service can be spotty.,SERVICE#GENERAL,service,"('21', '28')","['Decor', 'nice', 'though', 'service', 'spotty']"
neutral,1572033,1572033:2,This place is always packed.,RESTAURANT#MISCELLANEOUS,place,"('5', '10')","['This', 'place', 'always', 'packed']"
positive,1572033,1572033:4,"Most importantly, food is excellent.",FOOD#QUALITY,food,"('18', '22')","['Most', 'importantly', 'food', 'excellent']"
positive,1572033,1572033:5,Try the sea bass.,FOOD#QUALITY,sea bass,"('8', '16')","['Try', 'sea', 'bass']"
positive,1572033,1572033:6,Highly recommended.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Highly', 'recommended']"
positive,1573534,1573534:0,First of all Dal Bukhara Rocks.,FOOD#QUALITY,Dal Bukhara,"('13', '24')","['First', 'Dal', 'Bukhara', 'Rocks']"
positive,1573534,1573534:3,I am happy i did the food was awsome.,FOOD#QUALITY,food,"('21', '25')","['I', 'happy', 'food', 'awsome']"
positive,1573534,1573534:4,JUST AWSOME.,FOOD#QUALITY,NULL,"('0', '0')","['JUST', 'AWSOME']"
positive,1573534,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY,kababs,"('54', '60')","['yes', 'Dal', 'Bukhara', 'dam', 'good', 'kababs']"
positive,1573534,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY,Dal Bukhara,"('8', '19')","['yes', 'Dal', 'Bukhara', 'dam', 'good', 'kababs']"
positive,1573534,1573534:7,but overall i give it a 10,RESTAURANT#GENERAL,NULL,"('0', '0')","['overall', 'give', '10']"
positive,1573534,1573534:8,10,RESTAURANT#GENERAL,NULL,"('0', '0')",['10']
negative,1577714,1577714:1,Haru on Park S is simply disgusting.,RESTAURANT#GENERAL,Haru on Park S,"('0', '14')","['Haru', 'Park', 'S', 'simply', 'disgusting']"
negative,1577714,1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY,fish,"('4', '8')","['The', 'fish', 'fresh', 'rice', 'tasted', 'old', 'stale']"
negative,1577714,1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY,rice,"('31', '35')","['The', 'fish', 'fresh', 'rice', 'tasted', 'old', 'stale']"
negative,1577714,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD#QUALITY,sushi,"('41', '46')","['Quite', 'frankly', 'worst', 'sushi', 'I', 'ever', 'tried']"
negative,1577714,1577714:4,Will never be back.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Will', 'never', 'back']"
negative,1586174,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,FOOD#QUALITY,sushi,"('19', '24')","['honestly', 'worst', 'sushi', 'husband', 'entire', 'lives']"
negative,1586174,1586174:2,not sure why this restaurant would be rated that highly.,RESTAURANT#GENERAL,restaurant,"('18', '28')","['sure', 'restaurant', 'would', 'rated', 'highly']"
negative,1586174,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,FOOD#QUALITY,all-u-can-eat sushi,"('4', '23')","['sushi', 'definitely', 'poor', 'quality']"
negative,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#STYLE_OPTIONS,menu,"('8', '12')","['limited', 'menu', 'ingredients', 'fish', 'rice']"
negative,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#QUALITY,ingredients,"('26', '37')","['limited', 'menu', 'ingredients', 'fish', 'rice']"
negative,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#STYLE_OPTIONS,fish,"('53', '57')","['limited', 'menu', 'ingredients', 'fish', 'rice']"
negative,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD#STYLE_OPTIONS,rice,"('70', '74')","['limited', 'menu', 'ingredients', 'fish', 'rice']"
negative,1586174,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD#QUALITY,soy sauce,"('56', '65')","['things', 'u', 'could', 'really', 'taste', 'salty', 'soy', 'sauce', 'even', 'low', 'sodium', 'rice', 'scallion', 'top', 'fish']"
negative,1586174,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD#QUALITY,rice,"('108', '112')","['things', 'u', 'could', 'really', 'taste', 'salty', 'soy', 'sauce', 'even', 'low', 'sodium', 'rice', 'scallion', 'top', 'fish']"
positive,1586174,1586174:6,the waitstaffs are nice though.,SERVICE#GENERAL,waitstaffs,"('4', '14')","['waitstaffs', 'nice', 'though']"
negative,1586174,1586174:7,wont come back again for sure!,RESTAURANT#GENERAL,NULL,"('0', '0')","['wont', 'come', 'back', 'sure']"
negative,1603698,1603698:0,I have been to Roth's twice and both times were very disappointing.,RESTAURANT#GENERAL,Roth's,"('15', '21')","['I', 'twice', 'times', 'disappointing']"
negative,1603698,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE#GENERAL,service,"('48', '55')","['Both', 'times', 'I', 'extremely', 'dissappointed', 'service', 'boarderline', 'rude']"
negative,1603698,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,SERVICE#GENERAL,NULL,"('0', '0')","['They', 'wouldnt', 'even', 'let', 'finish', 'glass', 'wine', 'offering', 'another']"
negative,1603698,1603698:4,Much of the time it seems like they do not care about you.,SERVICE#GENERAL,NULL,"('0', '0')","['Much', 'time', 'seems', 'like', 'care']"
negative,1603698,1603698:5,"The dinner was ok, nothing I would have again.",FOOD#QUALITY,dinner,"('4', '10')","['The', 'dinner', 'ok', 'nothing', 'I', 'would']"
