review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens,POS,freq,sentiment,ngrams_2,ngrams_3,ngrams_4
1380450,1380450:3,"
     DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
    ",RESTAURANT#MISCELLANEOUS,111,"('0', '0')","['DO', 'try', 'unless', 'going', 'hang', 'like', 'rest', 'hipsters', 'apparently', 'sense', 'taste']","[('DO', 'NNP'), ('try', 'VB'), ('unless', 'IN'), ('going', 'VBG'), ('hang', 'NN'), ('like', 'IN'), ('rest', 'NN'), ('hipsters', 'NNS'), ('apparently', 'RB'), ('sense', 'VBP'), ('taste', 'NN')]","{'DO': 1, 'try': 1, 'unless': 1, 'going': 1, 'hang': 1, 'like': 1, 'rest': 1, 'hipsters': 1, 'apparently': 1, 'sense': 1, 'taste': 1}","{'neg': 0.082, 'neu': 0.824, 'pos': 0.094, 'compound': 0.0772}","[('DO', 'try'), ('try', 'unless'), ('unless', 'going'), ('going', 'hang'), ('hang', 'like'), ('like', 'rest'), ('rest', 'hipsters'), ('hipsters', 'apparently'), ('apparently', 'sense'), ('sense', 'taste')]","[('DO', 'try', 'unless'), ('try', 'unless', 'going'), ('unless', 'going', 'hang'), ('going', 'hang', 'like'), ('hang', 'like', 'rest'), ('like', 'rest', 'hipsters'), ('rest', 'hipsters', 'apparently'), ('hipsters', 'apparently', 'sense'), ('apparently', 'sense', 'taste')]","[('DO', 'try', 'unless', 'going'), ('try', 'unless', 'going', 'hang'), ('unless', 'going', 'hang', 'like'), ('going', 'hang', 'like', 'rest'), ('hang', 'like', 'rest', 'hipsters'), ('like', 'rest', 'hipsters', 'apparently'), ('rest', 'hipsters', 'apparently', 'sense'), ('hipsters', 'apparently', 'sense', 'taste')]"
1387314,1387314:0,"
     I go and eat out at many different restaurants and this is one place you have go and try.
    ",RESTAURANT#GENERAL,547,"('63', '68')","['I', 'go', 'eat', 'many', 'different', 'restaurants', 'one', 'place', 'go', 'try']","[('I', 'PRP'), ('go', 'VBP'), ('eat', 'RB'), ('many', 'JJ'), ('different', 'JJ'), ('restaurants', 'NNS'), ('one', 'CD'), ('place', 'NN'), ('go', 'VBP'), ('try', 'NN')]","{'I': 1, 'go': 2, 'eat': 1, 'many': 1, 'different': 1, 'restaurants': 1, 'one': 1, 'place': 1, 'try': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('I', 'go'), ('go', 'eat'), ('eat', 'many'), ('many', 'different'), ('different', 'restaurants'), ('restaurants', 'one'), ('one', 'place'), ('place', 'go'), ('go', 'try')]","[('I', 'go', 'eat'), ('go', 'eat', 'many'), ('eat', 'many', 'different'), ('many', 'different', 'restaurants'), ('different', 'restaurants', 'one'), ('restaurants', 'one', 'place'), ('one', 'place', 'go'), ('place', 'go', 'try')]","[('I', 'go', 'eat', 'many'), ('go', 'eat', 'many', 'different'), ('eat', 'many', 'different', 'restaurants'), ('many', 'different', 'restaurants', 'one'), ('different', 'restaurants', 'one', 'place'), ('restaurants', 'one', 'place', 'go'), ('one', 'place', 'go', 'try')]"
1387314,1387314:1,"
     This is my first time writing a review for a restaurant because the food and service was excellent.
    ",FOOD#QUALITY,378,"('68', '72')","['This', 'first', 'time', 'writing', 'review', 'restaurant', 'food', 'service', 'excellent']","[('This', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('writing', 'VBG'), ('review', 'NN'), ('restaurant', 'NN'), ('food', 'NN'), ('service', 'NN'), ('excellent', 'NN')]","{'This': 1, 'first': 1, 'time': 1, 'writing': 1, 'review': 1, 'restaurant': 1, 'food': 1, 'service': 1, 'excellent': 1}","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}","[('This', 'first'), ('first', 'time'), ('time', 'writing'), ('writing', 'review'), ('review', 'restaurant'), ('restaurant', 'food'), ('food', 'service'), ('service', 'excellent')]","[('This', 'first', 'time'), ('first', 'time', 'writing'), ('time', 'writing', 'review'), ('writing', 'review', 'restaurant'), ('review', 'restaurant', 'food'), ('restaurant', 'food', 'service'), ('food', 'service', 'excellent')]","[('This', 'first', 'time', 'writing'), ('first', 'time', 'writing', 'review'), ('time', 'writing', 'review', 'restaurant'), ('writing', 'review', 'restaurant', 'food'), ('review', 'restaurant', 'food', 'service'), ('restaurant', 'food', 'service', 'excellent')]"
1387314,1387314:1,"
     This is my first time writing a review for a restaurant because the food and service was excellent.
    ",SERVICE#GENERAL,629,"('77', '84')","['This', 'first', 'time', 'writing', 'review', 'restaurant', 'food', 'service', 'excellent']","[('This', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('writing', 'VBG'), ('review', 'NN'), ('restaurant', 'NN'), ('food', 'NN'), ('service', 'NN'), ('excellent', 'NN')]","{'This': 1, 'first': 1, 'time': 1, 'writing': 1, 'review': 1, 'restaurant': 1, 'food': 1, 'service': 1, 'excellent': 1}","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}","[('This', 'first'), ('first', 'time'), ('time', 'writing'), ('writing', 'review'), ('review', 'restaurant'), ('restaurant', 'food'), ('food', 'service'), ('service', 'excellent')]","[('This', 'first', 'time'), ('first', 'time', 'writing'), ('time', 'writing', 'review'), ('writing', 'review', 'restaurant'), ('review', 'restaurant', 'food'), ('restaurant', 'food', 'service'), ('food', 'service', 'excellent')]","[('This', 'first', 'time', 'writing'), ('first', 'time', 'writing', 'review'), ('time', 'writing', 'review', 'restaurant'), ('writing', 'review', 'restaurant', 'food'), ('review', 'restaurant', 'food', 'service'), ('restaurant', 'food', 'service', 'excellent')]"
1387314,1387314:2,"
     The filet mignon dish was superb!
    ",FOOD#QUALITY,369,"('4', '21')","['The', 'filet', 'mignon', 'dish', 'superb']","[('The', 'DT'), ('filet', 'NN'), ('mignon', 'NN'), ('dish', 'NN'), ('superb', 'NN')]","{'The': 1, 'filet': 1, 'mignon': 1, 'dish': 1, 'superb': 1}","{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.6588}","[('The', 'filet'), ('filet', 'mignon'), ('mignon', 'dish'), ('dish', 'superb')]","[('The', 'filet', 'mignon'), ('filet', 'mignon', 'dish'), ('mignon', 'dish', 'superb')]","[('The', 'filet', 'mignon', 'dish'), ('filet', 'mignon', 'dish', 'superb')]"
1387314,1387314:3,"
     I would defiantly come back here again as one of my top choices.
    ",RESTAURANT#GENERAL,111,"('0', '0')","['I', 'would', 'defiantly', 'come', 'back', 'one', 'top', 'choices']","[('I', 'PRP'), ('would', 'MD'), ('defiantly', 'RB'), ('come', 'VB'), ('back', 'RB'), ('one', 'CD'), ('top', 'NN'), ('choices', 'NNS')]","{'I': 1, 'would': 1, 'defiantly': 1, 'come': 1, 'back': 1, 'one': 1, 'top': 1, 'choices': 1}","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.2023}","[('I', 'would'), ('would', 'defiantly'), ('defiantly', 'come'), ('come', 'back'), ('back', 'one'), ('one', 'top'), ('top', 'choices')]","[('I', 'would', 'defiantly'), ('would', 'defiantly', 'come'), ('defiantly', 'come', 'back'), ('come', 'back', 'one'), ('back', 'one', 'top'), ('one', 'top', 'choices')]","[('I', 'would', 'defiantly', 'come'), ('would', 'defiantly', 'come', 'back'), ('defiantly', 'come', 'back', 'one'), ('come', 'back', 'one', 'top'), ('back', 'one', 'top', 'choices')]"
1387314,1387314:4,"
     It's a small cute restaurant.
    ",AMBIENCE#GENERAL,573,"('18', '28')","['small', 'cute', 'restaurant']","[('small', 'JJ'), ('cute', 'NN'), ('restaurant', 'NN')]","{'small': 1, 'cute': 1, 'restaurant': 1}","{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}","[('small', 'cute'), ('cute', 'restaurant')]","[('small', 'cute', 'restaurant')]",[]
1390357,1390357:0,"
     I absolutely love this place!!!
    ",RESTAURANT#GENERAL,547,"('23', '28')","['I', 'absolutely', 'love', 'place']","[('I', 'PRP'), ('absolutely', 'RB'), ('love', 'VBP'), ('place', 'NN')]","{'I': 1, 'absolutely': 1, 'love': 1, 'place': 1}","{'neg': 0.0, 'neu': 0.358, 'pos': 0.642, 'compound': 0.7483}","[('I', 'absolutely'), ('absolutely', 'love'), ('love', 'place')]","[('I', 'absolutely', 'love'), ('absolutely', 'love', 'place')]","[('I', 'absolutely', 'love', 'place')]"
1390357,1390357:2,"
     I like the ambience, it's very dark and original.
    ",AMBIENCE#GENERAL,211,"('11', '19')","['I', 'like', 'ambience', 'dark', 'original']","[('I', 'PRP'), ('like', 'VBP'), ('ambience', 'RB'), ('dark', 'JJ'), ('original', 'JJ')]","{'I': 1, 'like': 1, 'ambience': 1, 'dark': 1, 'original': 1}","{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.6204}","[('I', 'like'), ('like', 'ambience'), ('ambience', 'dark'), ('dark', 'original')]","[('I', 'like', 'ambience'), ('like', 'ambience', 'dark'), ('ambience', 'dark', 'original')]","[('I', 'like', 'ambience', 'dark'), ('like', 'ambience', 'dark', 'original')]"
1390357,1390357:4,"
     The sushi is amazing!!!
    ",FOOD#QUALITY,668,"('4', '9')","['The', 'sushi', 'amazing']","[('The', 'DT'), ('sushi', 'NN'), ('amazing', 'NN')]","{'The': 1, 'sushi': 1, 'amazing': 1}","{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.6884}","[('The', 'sushi'), ('sushi', 'amazing')]","[('The', 'sushi', 'amazing')]",[]
1390357,1390357:5,"
     And amazingly cheap.
    ",FOOD#PRICES,111,"('0', '0')","['And', 'amazingly', 'cheap']","[('And', 'CC'), ('amazingly', 'RB'), ('cheap', 'JJ')]","{'And': 1, 'amazingly': 1, 'cheap': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('And', 'amazingly'), ('amazingly', 'cheap')]","[('And', 'amazingly', 'cheap')]",[]
1390357,1390357:6,"
     Big thumbs up!
    ",RESTAURANT#GENERAL,111,"('0', '0')","['Big', 'thumbs']","[('Big', 'JJ'), ('thumbs', 'NNS')]","{'Big': 1, 'thumbs': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('Big', 'thumbs')]",[],[]
1394712,1394712:0,"
     Very affordable and excellent ambient!
    ",AMBIENCE#GENERAL,212,"('30', '37')","['Very', 'affordable', 'excellent', 'ambient']","[('Very', 'RB'), ('affordable', 'JJ'), ('excellent', 'JJ'), ('ambient', 'NN')]","{'Very': 1, 'affordable': 1, 'excellent': 1, 'ambient': 1}","{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6435}","[('Very', 'affordable'), ('affordable', 'excellent'), ('excellent', 'ambient')]","[('Very', 'affordable', 'excellent'), ('affordable', 'excellent', 'ambient')]","[('Very', 'affordable', 'excellent', 'ambient')]"
1394712,1394712:0,"
     Very affordable and excellent ambient!
    ",RESTAURANT#PRICES,111,"('0', '0')","['Very', 'affordable', 'excellent', 'ambient']","[('Very', 'RB'), ('affordable', 'JJ'), ('excellent', 'JJ'), ('ambient', 'NN')]","{'Very': 1, 'affordable': 1, 'excellent': 1, 'ambient': 1}","{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6435}","[('Very', 'affordable'), ('affordable', 'excellent'), ('excellent', 'ambient')]","[('Very', 'affordable', 'excellent'), ('affordable', 'excellent', 'ambient')]","[('Very', 'affordable', 'excellent', 'ambient')]"
1394712,1394712:1,"
     We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
    ",FOOD#QUALITY,248,"('16', '43')","['We', 'ordered', 'beef', 'noodle', 'soup', 'dishes', 'Thai', 'section', 'menu', 'nothing', 'got', 'Thai']","[('We', 'PRP'), ('ordered', 'VBD'), ('beef', 'NN'), ('noodle', 'JJ'), ('soup', 'NN'), ('dishes', 'NNS'), ('Thai', 'NNP'), ('section', 'NN'), ('menu', 'NN'), ('nothing', 'NN'), ('got', 'VBD'), ('Thai', 'NNP')]","{'We': 1, 'ordered': 1, 'beef': 1, 'noodle': 1, 'soup': 1, 'dishes': 1, 'Thai': 2, 'section': 1, 'menu': 1, 'nothing': 1, 'got': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('We', 'ordered'), ('ordered', 'beef'), ('beef', 'noodle'), ('noodle', 'soup'), ('soup', 'dishes'), ('dishes', 'Thai'), ('Thai', 'section'), ('section', 'menu'), ('menu', 'nothing'), ('nothing', 'got'), ('got', 'Thai')]","[('We', 'ordered', 'beef'), ('ordered', 'beef', 'noodle'), ('beef', 'noodle', 'soup'), ('noodle', 'soup', 'dishes'), ('soup', 'dishes', 'Thai'), ('dishes', 'Thai', 'section'), ('Thai', 'section', 'menu'), ('section', 'menu', 'nothing'), ('menu', 'nothing', 'got'), ('nothing', 'got', 'Thai')]","[('We', 'ordered', 'beef', 'noodle'), ('ordered', 'beef', 'noodle', 'soup'), ('beef', 'noodle', 'soup', 'dishes'), ('noodle', 'soup', 'dishes', 'Thai'), ('soup', 'dishes', 'Thai', 'section'), ('dishes', 'Thai', 'section', 'menu'), ('Thai', 'section', 'menu', 'nothing'), ('section', 'menu', 'nothing', 'got'), ('menu', 'nothing', 'got', 'Thai')]"
1394712,1394712:2,"
     We were very disappointed.
    ",FOOD#QUALITY,111,"('0', '0')","['We', 'disappointed']","[('We', 'PRP'), ('disappointed', 'VBD')]","{'We': 1, 'disappointed': 1}","{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5256}","[('We', 'disappointed')]",[],[]
1394712,1394712:3,"
     We won't go to this place again for a good meal.
    ",FOOD#QUALITY,483,"('43', '47')","['We', 'go', 'place', 'good', 'meal']","[('We', 'PRP'), ('go', 'VBP'), ('place', 'RB'), ('good', 'JJ'), ('meal', 'NN')]","{'We': 1, 'go': 1, 'place': 1, 'good': 1, 'meal': 1}","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}","[('We', 'go'), ('go', 'place'), ('place', 'good'), ('good', 'meal')]","[('We', 'go', 'place'), ('go', 'place', 'good'), ('place', 'good', 'meal')]","[('We', 'go', 'place', 'good'), ('go', 'place', 'good', 'meal')]"
1394712,1394712:4,"
     However, I think this place is a good hang out spot.
    ",AMBIENCE#GENERAL,547,"('22', '27')","['However', 'I', 'think', 'place', 'good', 'hang', 'spot']","[('However', 'RB'), ('I', 'PRP'), ('think', 'VBP'), ('place', 'NN'), ('good', 'JJ'), ('hang', 'NN'), ('spot', 'NN')]","{'However': 1, 'I': 1, 'think': 1, 'place': 1, 'good': 1, 'hang': 1, 'spot': 1}","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}","[('However', 'I'), ('I', 'think'), ('think', 'place'), ('place', 'good'), ('good', 'hang'), ('hang', 'spot')]","[('However', 'I', 'think'), ('I', 'think', 'place'), ('think', 'place', 'good'), ('place', 'good', 'hang'), ('good', 'hang', 'spot')]","[('However', 'I', 'think', 'place'), ('I', 'think', 'place', 'good'), ('think', 'place', 'good', 'hang'), ('place', 'good', 'hang', 'spot')]"
1395421,1395421:0,"
     My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
    ",RESTAURANT#GENERAL,547,"('47', '52')","['My', 'Girlfriend', 'I', 'stumbled', 'onto', 'hopping', 'place', 'night', 'great', 'time']","[('My', 'PRP$'), ('Girlfriend', 'NNP'), ('I', 'PRP'), ('stumbled', 'VBD'), ('onto', 'IN'), ('hopping', 'VBG'), ('place', 'NN'), ('night', 'NN'), ('great', 'JJ'), ('time', 'NN')]","{'My': 1, 'Girlfriend': 1, 'I': 1, 'stumbled': 1, 'onto': 1, 'hopping': 1, 'place': 1, 'night': 1, 'great': 1, 'time': 1}","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.6588}","[('My', 'Girlfriend'), ('Girlfriend', 'I'), ('I', 'stumbled'), ('stumbled', 'onto'), ('onto', 'hopping'), ('hopping', 'place'), ('place', 'night'), ('night', 'great'), ('great', 'time')]","[('My', 'Girlfriend', 'I'), ('Girlfriend', 'I', 'stumbled'), ('I', 'stumbled', 'onto'), ('stumbled', 'onto', 'hopping'), ('onto', 'hopping', 'place'), ('hopping', 'place', 'night'), ('place', 'night', 'great'), ('night', 'great', 'time')]","[('My', 'Girlfriend', 'I', 'stumbled'), ('Girlfriend', 'I', 'stumbled', 'onto'), ('I', 'stumbled', 'onto', 'hopping'), ('stumbled', 'onto', 'hopping', 'place'), ('onto', 'hopping', 'place', 'night'), ('hopping', 'place', 'night', 'great'), ('place', 'night', 'great', 'time')]"
1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",FOOD#QUALITY,127,"('4', '9')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']","[('THe', 'DT'), ('Pizza', 'NNP'), ('wine', 'NN'), ('service', 'NN'), ('really', 'RB'), ('MADE', 'NNP'), ('place', 'NN'), ('backyard', 'NN'), ('dining', 'VBG'), ('area', 'NN')]","{'THe': 1, 'Pizza': 1, 'wine': 1, 'service': 1, 'really': 1, 'MADE': 1, 'place': 1, 'backyard': 1, 'dining': 1, 'area': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('THe', 'Pizza'), ('Pizza', 'wine'), ('wine', 'service'), ('service', 'really'), ('really', 'MADE'), ('MADE', 'place'), ('place', 'backyard'), ('backyard', 'dining'), ('dining', 'area')]","[('THe', 'Pizza', 'wine'), ('Pizza', 'wine', 'service'), ('wine', 'service', 'really'), ('service', 'really', 'MADE'), ('really', 'MADE', 'place'), ('MADE', 'place', 'backyard'), ('place', 'backyard', 'dining'), ('backyard', 'dining', 'area')]","[('THe', 'Pizza', 'wine', 'service'), ('Pizza', 'wine', 'service', 'really'), ('wine', 'service', 'really', 'MADE'), ('service', 'really', 'MADE', 'place'), ('really', 'MADE', 'place', 'backyard'), ('MADE', 'place', 'backyard', 'dining'), ('place', 'backyard', 'dining', 'area')]"
1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",DRINKS#QUALITY,712,"('14', '18')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']","[('THe', 'DT'), ('Pizza', 'NNP'), ('wine', 'NN'), ('service', 'NN'), ('really', 'RB'), ('MADE', 'NNP'), ('place', 'NN'), ('backyard', 'NN'), ('dining', 'VBG'), ('area', 'NN')]","{'THe': 1, 'Pizza': 1, 'wine': 1, 'service': 1, 'really': 1, 'MADE': 1, 'place': 1, 'backyard': 1, 'dining': 1, 'area': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('THe', 'Pizza'), ('Pizza', 'wine'), ('wine', 'service'), ('service', 'really'), ('really', 'MADE'), ('MADE', 'place'), ('place', 'backyard'), ('backyard', 'dining'), ('dining', 'area')]","[('THe', 'Pizza', 'wine'), ('Pizza', 'wine', 'service'), ('wine', 'service', 'really'), ('service', 'really', 'MADE'), ('really', 'MADE', 'place'), ('MADE', 'place', 'backyard'), ('place', 'backyard', 'dining'), ('backyard', 'dining', 'area')]","[('THe', 'Pizza', 'wine', 'service'), ('Pizza', 'wine', 'service', 'really'), ('wine', 'service', 'really', 'MADE'), ('service', 'really', 'MADE', 'place'), ('really', 'MADE', 'place', 'backyard'), ('MADE', 'place', 'backyard', 'dining'), ('place', 'backyard', 'dining', 'area')]"
1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",SERVICE#GENERAL,629,"('38', '45')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']","[('THe', 'DT'), ('Pizza', 'NNP'), ('wine', 'NN'), ('service', 'NN'), ('really', 'RB'), ('MADE', 'NNP'), ('place', 'NN'), ('backyard', 'NN'), ('dining', 'VBG'), ('area', 'NN')]","{'THe': 1, 'Pizza': 1, 'wine': 1, 'service': 1, 'really': 1, 'MADE': 1, 'place': 1, 'backyard': 1, 'dining': 1, 'area': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('THe', 'Pizza'), ('Pizza', 'wine'), ('wine', 'service'), ('service', 'really'), ('really', 'MADE'), ('MADE', 'place'), ('place', 'backyard'), ('backyard', 'dining'), ('dining', 'area')]","[('THe', 'Pizza', 'wine'), ('Pizza', 'wine', 'service'), ('wine', 'service', 'really'), ('service', 'really', 'MADE'), ('really', 'MADE', 'place'), ('MADE', 'place', 'backyard'), ('place', 'backyard', 'dining'), ('backyard', 'dining', 'area')]","[('THe', 'Pizza', 'wine', 'service'), ('Pizza', 'wine', 'service', 'really'), ('wine', 'service', 'really', 'MADE'), ('service', 'really', 'MADE', 'place'), ('really', 'MADE', 'place', 'backyard'), ('MADE', 'place', 'backyard', 'dining'), ('place', 'backyard', 'dining', 'area')]"
1395421,1395421:1,"
     THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
    ",AMBIENCE#GENERAL,233,"('91', '111')","['THe', 'Pizza', 'wine', 'service', 'really', 'MADE', 'place', 'backyard', 'dining', 'area']","[('THe', 'DT'), ('Pizza', 'NNP'), ('wine', 'NN'), ('service', 'NN'), ('really', 'RB'), ('MADE', 'NNP'), ('place', 'NN'), ('backyard', 'NN'), ('dining', 'VBG'), ('area', 'NN')]","{'THe': 1, 'Pizza': 1, 'wine': 1, 'service': 1, 'really': 1, 'MADE': 1, 'place': 1, 'backyard': 1, 'dining': 1, 'area': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('THe', 'Pizza'), ('Pizza', 'wine'), ('wine', 'service'), ('service', 'really'), ('really', 'MADE'), ('MADE', 'place'), ('place', 'backyard'), ('backyard', 'dining'), ('dining', 'area')]","[('THe', 'Pizza', 'wine'), ('Pizza', 'wine', 'service'), ('wine', 'service', 'really'), ('service', 'really', 'MADE'), ('really', 'MADE', 'place'), ('MADE', 'place', 'backyard'), ('place', 'backyard', 'dining'), ('backyard', 'dining', 'area')]","[('THe', 'Pizza', 'wine', 'service'), ('Pizza', 'wine', 'service', 'really'), ('wine', 'service', 'really', 'MADE'), ('service', 'really', 'MADE', 'place'), ('really', 'MADE', 'place', 'backyard'), ('MADE', 'place', 'backyard', 'dining'), ('place', 'backyard', 'dining', 'area')]"
1395421,1395421:2,"
     It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
    ",AMBIENCE#GENERAL,111,"('0', '0')","['It', 'one', 'nicest', 'outdoor', 'restaurants', 'I', 'ever', 'seen', 'Italy', 'place', 'rivals', 'ones', 'country']","[('It', 'PRP'), ('one', 'CD'), ('nicest', 'JJS'), ('outdoor', 'NN'), ('restaurants', 'NNS'), ('I', 'PRP'), ('ever', 'RB'), ('seen', 'VBN'), ('Italy', 'NNP'), ('place', 'NN'), ('rivals', 'NNS'), ('ones', 'NNS'), ('country', 'NN')]","{'It': 1, 'one': 1, 'nicest': 1, 'outdoor': 1, 'restaurants': 1, 'I': 1, 'ever': 1, 'seen': 1, 'Italy': 1, 'place': 1, 'rivals': 1, 'ones': 1, 'country': 1}","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}","[('It', 'one'), ('one', 'nicest'), ('nicest', 'outdoor'), ('outdoor', 'restaurants'), ('restaurants', 'I'), ('I', 'ever'), ('ever', 'seen'), ('seen', 'Italy'), ('Italy', 'place'), ('place', 'rivals'), ('rivals', 'ones'), ('ones', 'country')]","[('It', 'one', 'nicest'), ('one', 'nicest', 'outdoor'), ('nicest', 'outdoor', 'restaurants'), ('outdoor', 'restaurants', 'I'), ('restaurants', 'I', 'ever'), ('I', 'ever', 'seen'), ('ever', 'seen', 'Italy'), ('seen', 'Italy', 'place'), ('Italy', 'place', 'rivals'), ('place', 'rivals', 'ones'), ('rivals', 'ones', 'country')]","[('It', 'one', 'nicest', 'outdoor'), ('one', 'nicest', 'outdoor', 'restaurants'), ('nicest', 'outdoor', 'restaurants', 'I'), ('outdoor', 'restaurants', 'I', 'ever'), ('restaurants', 'I', 'ever', 'seen'), ('I', 'ever', 'seen', 'Italy'), ('ever', 'seen', 'Italy', 'place'), ('seen', 'Italy', 'place', 'rivals'), ('Italy', 'place', 'rivals', 'ones'), ('place', 'rivals', 'ones', 'country')]"
1395421,1395421:3,"
     They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.
    ",RESTAURANT#MISCELLANEOUS,111,"('0', '0')","['They', 'tell', 'going', 'cover', 'garden', 'glass', 'winter', 'looking', 'forward', 'going', 'snowy', 'night', 'enjoy']","[('They', 'PRP'), ('tell', 'VBP'), ('going', 'VBG'), ('cover', 'NN'), ('garden', 'NN'), ('glass', 'NN'), ('winter', 'NN'), ('looking', 'VBG'), ('forward', 'RB'), ('going', 'VBG'), ('snowy', 'JJ'), ('night', 'NN'), ('enjoy', 'NN')]","{'They': 1, 'tell': 1, 'going': 2, 'cover': 1, 'garden': 1, 'glass': 1, 'winter': 1, 'looking': 1, 'forward': 1, 'snowy': 1, 'night': 1, 'enjoy': 1}","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4939}","[('They', 'tell'), ('tell', 'going'), ('going', 'cover'), ('cover', 'garden'), ('garden', 'glass'), ('glass', 'winter'), ('winter', 'looking'), ('looking', 'forward'), ('forward', 'going'), ('going', 'snowy'), ('snowy', 'night'), ('night', 'enjoy')]","[('They', 'tell', 'going'), ('tell', 'going', 'cover'), ('going', 'cover', 'garden'), ('cover', 'garden', 'glass'), ('garden', 'glass', 'winter'), ('glass', 'winter', 'looking'), ('winter', 'looking', 'forward'), ('looking', 'forward', 'going'), ('forward', 'going', 'snowy'), ('going', 'snowy', 'night'), ('snowy', 'night', 'enjoy')]","[('They', 'tell', 'going', 'cover'), ('tell', 'going', 'cover', 'garden'), ('going', 'cover', 'garden', 'glass'), ('cover', 'garden', 'glass', 'winter'), ('garden', 'glass', 'winter', 'looking'), ('glass', 'winter', 'looking', 'forward'), ('winter', 'looking', 'forward', 'going'), ('looking', 'forward', 'going', 'snowy'), ('forward', 'going', 'snowy', 'night'), ('going', 'snowy', 'night', 'enjoy')]"
1395421,1395421:4,"
     Check this place out!
    ",RESTAURANT#GENERAL,547,"('11', '16')","['Check', 'place']","[('Check', 'NNP'), ('place', 'NN')]","{'Check': 1, 'place': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('Check', 'place')]",[],[]
1395421,1395421:5,"
     HIGHLY RECOMMENDED!!!!!
    ",RESTAURANT#GENERAL,111,"('0', '0')","['HIGHLY', 'RECOMMENDED']","[('HIGHLY', 'NNP'), ('RECOMMENDED', 'NNP')]","{'HIGHLY': 1, 'RECOMMENDED': 1}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","[('HIGHLY', 'RECOMMENDED')]",[],[]
