polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,TM#7,TM#7:1,"
     My husband and I have been sold on this from the first visit.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['My', 'husband', 'I', 'sold', 'first', 'visit']"
positive,TM#7,TM#7:2,"
     The wait staff is very courteous and accomodating.
    ",SERVICE#GENERAL,wait staff,"('4', '14')","['The', 'wait', 'staff', 'courteous', 'accomodating']"
negative,TM#7,TM#7:3,"
     The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.
    ",RESTAURANT#MISCELLANEOUS,space,"('4', '9')","['The', 'space', 'limited', 'prepared', 'wait', '45', 'minutes', '1', 'hour', 'richly', 'rewarded', 'savor', 'delicious', 'food']"
positive,TM#7,TM#7:3,"
     The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.
    ",FOOD#QUALITY,indo-chinese food,"('123', '140')","['The', 'space', 'limited', 'prepared', 'wait', '45', 'minutes', '1', 'hour', 'richly', 'rewarded', 'savor', 'delicious', 'food']"
positive,TM#7,TM#7:4,"
     There are no negatives to speak of.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['There', 'negatives', 'speak']"
positive,RL#7,RL#7:0,"
     the bestt!
    ",RESTAURANT#GENERAL,NULL,"('0', '0')",['bestt']
positive,RL#7,RL#7:1,"
     my favorite place lol
    ",RESTAURANT#GENERAL,place,"('12', '17')","['favorite', 'place', 'lol']"
positive,RL#7,RL#7:2,"
     i love their chicken pasta cant remember the name but is sooo good
    ",FOOD#QUALITY,chicken pasta,"('13', '26')","['love', 'chicken', 'pasta', 'cant', 'remember', 'name', 'sooo', 'good']"
neutral,RL#3,RL#3:0,"
     its alright
    ",RESTAURANT#GENERAL,NULL,"('0', '0')",['alright']
positive,RL#3,RL#3:1,"
     im not necessarily fanatical about this place, but it was a fun time for low pirces.
    ",RESTAURANT#GENERAL,place,"('40', '45')","['im', 'necessarily', 'fanatical', 'place', 'fun', 'time', 'low', 'pirces']"
positive,RL#3,RL#3:1,"
     im not necessarily fanatical about this place, but it was a fun time for low pirces.
    ",RESTAURANT#PRICES,place,"('40', '45')","['im', 'necessarily', 'fanatical', 'place', 'fun', 'time', 'low', 'pirces']"
neutral,RL#3,RL#3:2,"
     lobster was good, nothing spectacular.
    ",FOOD#QUALITY,lobster,"('0', '7')","['lobster', 'good', 'nothing', 'spectacular']"
neutral,RL#3,RL#3:3,"
     its just a fun place to go, not a five star restaraunt.
    ",RESTAURANT#GENERAL,restaraunt,"('44', '54')","['fun', 'place', 'go', 'five', 'star', 'restaraunt']"
negative,PP#9,PP#9:0,"
     Way below average
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Way', 'average']"
negative,PP#9,PP#9:1,"
     I think the pizza is so overrated and was under cooked.
    ",FOOD#QUALITY,pizza,"('12', '17')","['I', 'think', 'pizza', 'overrated', 'cooked']"
negative,PP#9,PP#9:2,"
     Had no flavor and the staff is rude and not attentive.
    ",SERVICE#GENERAL,staff,"('22', '27')","['Had', 'flavor', 'staff', 'rude', 'attentive']"
negative,PP#9,PP#9:2,"
     Had no flavor and the staff is rude and not attentive.
    ",FOOD#QUALITY,NULL,"('0', '0')","['Had', 'flavor', 'staff', 'rude', 'attentive']"
negative,PP#9,PP#9:3,"
     Would NEVER go back
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Would', 'NEVER', 'go', 'back']"
positive,PP#4,PP#4:0,"
     I love this place
    ",RESTAURANT#GENERAL,place,"('12', '17')","['I', 'love', 'place']"
positive,PP#4,PP#4:1,"
     I wasn't here for the pizza so I can't comment on that yet but what I had was very good.
    ",FOOD#QUALITY,NULL,"('0', '0')","['I', 'pizza', 'I', 'comment', 'yet', 'I', 'good']"
positive,PP#4,PP#4:2,"
     The service was quick and friendly.
    ",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'quick', 'friendly']"
positive,PP#4,PP#4:3,"
     Everyone was smiling so that made me feel welcome.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['Everyone', 'smiling', 'made', 'feel', 'welcome']"
positive,PP#4,PP#4:4,"
     I thought the restaurant was nice and clean.
    ",RESTAURANT#GENERAL,restaurant,"('14', '24')","['I', 'thought', 'restaurant', 'nice', 'clean']"
positive,PP#4,PP#4:4,"
     I thought the restaurant was nice and clean.
    ",AMBIENCE#GENERAL,restaurant,"('14', '24')","['I', 'thought', 'restaurant', 'nice', 'clean']"
positive,PP#4,PP#4:5,"
     I ordered the vitello alla marsala and I was pretty impressed.
    ",FOOD#QUALITY,vitello alla marsala,"('14', '34')","['I', 'ordered', 'vitello', 'alla', 'marsala', 'I', 'pretty', 'impressed']"
positive,PP#4,PP#4:6,"
     The veal and the mushrooms were cooked perfectly.
    ",FOOD#QUALITY,veal,"('4', '8')","['The', 'veal', 'mushrooms', 'cooked', 'perfectly']"
positive,PP#4,PP#4:6,"
     The veal and the mushrooms were cooked perfectly.
    ",FOOD#QUALITY,mushrooms,"('17', '26')","['The', 'veal', 'mushrooms', 'cooked', 'perfectly']"
positive,PP#4,PP#4:7,"
     The potato balls were not dry at all... in fact it was buttery.
    ",FOOD#QUALITY,potato balls,"('4', '16')","['The', 'potato', 'balls', 'dry', 'fact', 'buttery']"
negative,PP#4,PP#4:8,"
     The only downside... they only take cash which is OK if you know about it ahead of time.
    ",RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['The', 'downside', 'take', 'cash', 'OK', 'know', 'ahead', 'time']"
positive,PP#4,PP#4:9,"
     I'll be back for sure.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['back', 'sure']"
negative,P#1,P#1:0,"
     WORST PLACE ON SMITH STREET IN BROOKLYN
    ",RESTAURANT#GENERAL,PLACE,"('6', '11')","['WORST', 'PLACE', 'ON', 'SMITH', 'STREET', 'IN', 'BROOKLYN']"
negative,P#1,P#1:1,"
     Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.
    ",SERVICE#GENERAL,bartender,"('14', '23')","['Very', 'immature', 'bartender', 'didnt', 'know', 'make', 'specific', 'drinks', 'service', 'slowwwww', 'food', 'fresh', 'warm', 'waitresses', 'busy', 'flirting', 'men', 'bar', 'werent', 'attentive', 'customers']"
negative,P#1,P#1:1,"
     Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.
    ",SERVICE#GENERAL,service,"('65', '72')","['Very', 'immature', 'bartender', 'didnt', 'know', 'make', 'specific', 'drinks', 'service', 'slowwwww', 'food', 'fresh', 'warm', 'waitresses', 'busy', 'flirting', 'men', 'bar', 'werent', 'attentive', 'customers']"
negative,P#1,P#1:1,"
     Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.
    ",FOOD#QUALITY,food,"('94', '98')","['Very', 'immature', 'bartender', 'didnt', 'know', 'make', 'specific', 'drinks', 'service', 'slowwwww', 'food', 'fresh', 'warm', 'waitresses', 'busy', 'flirting', 'men', 'bar', 'werent', 'attentive', 'customers']"
negative,P#1,P#1:1,"
     Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.
    ",SERVICE#GENERAL,waitresses,"('122', '132')","['Very', 'immature', 'bartender', 'didnt', 'know', 'make', 'specific', 'drinks', 'service', 'slowwwww', 'food', 'fresh', 'warm', 'waitresses', 'busy', 'flirting', 'men', 'bar', 'werent', 'attentive', 'customers']"
negative,P#1,P#1:2,"
     I would never recommend this place to anybody even for a casual dinner.
    ",RESTAURANT#GENERAL,place,"('29', '34')","['I', 'would', 'never', 'recommend', 'place', 'anybody', 'even', 'casual', 'dinner']"
positive,RL#9,RL#9:0,"
     awesome
    ",RESTAURANT#GENERAL,NULL,"('0', '0')",['awesome']
positive,RL#9,RL#9:1,"
     the food is always fresh ...
    ",FOOD#QUALITY,food,"('4', '8')","['food', 'always', 'fresh']"
negative,Y#5,Y#5:0,"
     overpriced japanese food with mediocre service
    ",FOOD#PRICES,japanese food,"('11', '24')","['overpriced', 'japanese', 'food', 'mediocre', 'service']"
neutral,Y#5,Y#5:0,"
     overpriced japanese food with mediocre service
    ",SERVICE#GENERAL,service,"('39', '46')","['overpriced', 'japanese', 'food', 'mediocre', 'service']"
negative,Y#5,Y#5:1,"
     Went here on sat 1/26 and was disappointed.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Went', 'sat', 'disappointed']"
negative,Y#5,Y#5:2,"
     Chicken teriyaki had tomato or pimentos on top??
    ",FOOD#STYLE_OPTIONS,Chicken teriyaki,"('0', '16')","['Chicken', 'teriyaki', 'tomato', 'pimentos', 'top']"
negative,Y#5,Y#5:3,"
     food was luke warm.
    ",FOOD#QUALITY,food,"('0', '4')","['food', 'luke', 'warm']"
negative,Y#5,Y#5:4,"
     The waitress was not attentive at all.
    ",SERVICE#GENERAL,waitress,"('4', '12')","['The', 'waitress', 'attentive']"
negative,Y#5,Y#5:5,"
     I was looking for banana tempura for dessert and they dont have.
    ",FOOD#STYLE_OPTIONS,dessert,"('37', '44')","['I', 'looking', 'banana', 'tempura', 'dessert', 'dont']"
negative,TFS#8,TFS#8:0,"
     Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.
    ",RESTAURANT#PRICES,The Four Seasons,"('21', '37')","['Not', 'The', 'Four', 'Seasons', 'allowed', 'charge', 'arm', 'leg', 'romatic', 'dinner']"
positive,TFS#8,TFS#8:1,"
     The food was excellent as well as service, however, I left The Four Seasons very dissappointed.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'excellent', 'well', 'service', 'however', 'I', 'left', 'The', 'Four', 'Seasons', 'dissappointed']"
positive,TFS#8,TFS#8:1,"
     The food was excellent as well as service, however, I left The Four Seasons very dissappointed.
    ",SERVICE#GENERAL,service,"('34', '41')","['The', 'food', 'excellent', 'well', 'service', 'however', 'I', 'left', 'The', 'Four', 'Seasons', 'dissappointed']"
negative,TFS#8,TFS#8:1,"
     The food was excellent as well as service, however, I left The Four Seasons very dissappointed.
    ",RESTAURANT#GENERAL,The Four Seasons,"('59', '75')","['The', 'food', 'excellent', 'well', 'service', 'however', 'I', 'left', 'The', 'Four', 'Seasons', 'dissappointed']"
negative,TFS#8,TFS#8:2,"
     I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.
    ",FOOD#PRICES,dinner,"('15', '21')","['I', 'think', 'dinner', 'Manhattan', 'cost', 'I', 'swept', 'feet']"
positive,Y#4,Y#4:0,"
     Red Dragon Roll - my favorite thing to eat, of any food group - hands down
    ",FOOD#QUALITY,Red Dragon Roll,"('0', '15')","['Red', 'Dragon', 'Roll', 'favorite', 'thing', 'eat', 'food', 'group', 'hands']"
positive,Y#4,Y#4:1,"
     Just go to Yamato and order the Red Dragon Roll.
    ",RESTAURANT#GENERAL,Yamato,"('11', '17')","['Just', 'go', 'Yamato', 'order', 'Red', 'Dragon', 'Roll']"
positive,Y#4,Y#4:1,"
     Just go to Yamato and order the Red Dragon Roll.
    ",FOOD#QUALITY,Red Dragon Roll,"('32', '47')","['Just', 'go', 'Yamato', 'order', 'Red', 'Dragon', 'Roll']"
positive,Y#4,Y#4:2,"
     If you don't like it, I don't know what to tell you.
    ",FOOD#QUALITY,NULL,"('0', '0')","['If', 'like', 'I', 'know', 'tell']"
positive,Y#4,Y#4:3,"
     The Seafood Dynamite is also otherworldly.
    ",FOOD#QUALITY,Seafood Dynamite,"('4', '20')","['The', 'Seafood', 'Dynamite', 'also', 'otherworldly']"
positive,Y#4,Y#4:4,"
     I'm not even going to bother to describe it; it speaks for itself.
    ",FOOD#QUALITY,NULL,"('0', '0')","['even', 'going', 'bother', 'describe', 'speaks']"
positive,Y#6,Y#6:0,"
     Favorite Sushi in NYC
    ",FOOD#QUALITY,Sushi,"('9', '14')","['Favorite', 'Sushi', 'NYC']"
positive,Y#6,Y#6:2,"
     An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.
    ",AMBIENCE#GENERAL,spot,"('17', '21')","['An', 'unpretentious', 'spot', 'Park', 'Slope', 'sushi', 'consistently', 'good', 'service', 'pleasant', 'effective', 'unassuming']"
positive,Y#6,Y#6:2,"
     An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.
    ",FOOD#QUALITY,sushi,"('41', '46')","['An', 'unpretentious', 'spot', 'Park', 'Slope', 'sushi', 'consistently', 'good', 'service', 'pleasant', 'effective', 'unassuming']"
positive,Y#6,Y#6:2,"
     An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.
    ",SERVICE#GENERAL,service,"('73', '80')","['An', 'unpretentious', 'spot', 'Park', 'Slope', 'sushi', 'consistently', 'good', 'service', 'pleasant', 'effective', 'unassuming']"
positive,Y#6,Y#6:3,"
     In the summer months, the back garden area is really nice.
    ",AMBIENCE#GENERAL,back garden area,"('26', '42')","['In', 'summer', 'months', 'back', 'garden', 'area', 'really', 'nice']"
positive,Y#6,Y#6:4,"
     The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.
    ",FOOD#STYLE_OPTIONS,rolls,"('4', '9')","['The', 'rolls', 'creative', 'I', 'yet', 'find', 'another', 'sushi', 'place', 'serves', 'inventive', 'yet', 'delicious', 'japanese', 'food']"
positive,Y#6,Y#6:4,"
     The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.
    ",FOOD#STYLE_OPTIONS,japanese food,"('110', '123')","['The', 'rolls', 'creative', 'I', 'yet', 'find', 'another', 'sushi', 'place', 'serves', 'inventive', 'yet', 'delicious', 'japanese', 'food']"
positive,Y#6,Y#6:4,"
     The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.
    ",FOOD#QUALITY,japanese food,"('110', '123')","['The', 'rolls', 'creative', 'I', 'yet', 'find', 'another', 'sushi', 'place', 'serves', 'inventive', 'yet', 'delicious', 'japanese', 'food']"
positive,Y#6,Y#6:5,"
     The Dancing, White River and Millenium rolls are musts.
    ",FOOD#QUALITY,"Dancing, White River and Millenium rolls","('4', '44')","['The', 'Dancing', 'White', 'River', 'Millenium', 'rolls', 'musts']"
positive,RL#4,RL#4:0,"
     SO GOOD
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['SO', 'GOOD']"
positive,RL#4,RL#4:1,"
     I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...)
    ",RESTAURANT#GENERAL,PLACE,"('58', '63')","['I', 'CAN', 'EAT', 'HERE', 'EVERY', 'DAY', 'OF', 'THE', 'WEEK', 'REALLY', 'LOL', 'LOVE', 'THIS', 'PLACE']"
negative,P#10,P#10:0,"
     Gross food – Wow-
    ",FOOD#QUALITY,food,"('6', '10')","['Gross', 'food', 'Wow']"
negative,P#10,P#10:1,"
     I can't remember the last time I had such gross food in New York.
    ",FOOD#QUALITY,food,"('48', '52')","['I', 'remember', 'last', 'time', 'I', 'gross', 'food', 'New', 'York']"
negative,P#10,P#10:2,"
     My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.
    ",FOOD#QUALITY,quesadilla,"('3', '13')","['My', 'quesadilla', 'tasted', 'like', 'made', 'old', 'sense', 'proportion', 'flavor']"
negative,P#10,P#10:2,"
     My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.
    ",FOOD#STYLE_OPTIONS,quesadilla,"('3', '13')","['My', 'quesadilla', 'tasted', 'like', 'made', 'old', 'sense', 'proportion', 'flavor']"
negative,P#10,P#10:3,"
     And $11 for a plate of bland guacamole?
    ",FOOD#QUALITY,guacamole,"('29', '38')","['And', '11', 'plate', 'bland', 'guacamole']"
negative,P#10,P#10:3,"
     And $11 for a plate of bland guacamole?
    ",FOOD#PRICES,guacamole,"('29', '38')","['And', '11', 'plate', 'bland', 'guacamole']"
negative,P#10,P#10:5,"
     Don't get me started on the margaritas, either.
    ",DRINKS#QUALITY,margaritas,"('28', '38')","['get', 'started', 'margaritas', 'either']"
negative,P#10,P#10:6,"
     Mine tasted like the bartender had forgotten to add the tequila.
    ",DRINKS#QUALITY,NULL,"('0', '0')","['Mine', 'tasted', 'like', 'bartender', 'forgotten', 'add', 'tequila']"
negative,P#10,P#10:8,"
     Save your money and your time and go somewhere else.
    ",RESTAURANT#GENERAL,NULL,"('0', '0')","['Save', 'money', 'time', 'go', 'somewhere', 'else']"
negative,P#10,P#10:9,"
     Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.
    ",RESTAURANT#GENERAL,place,"('67', '72')","['Oh', 'I', 'never', 'write', 'moved', 'bad', 'place', 'I', 'felt', 'duty', 'spread', 'word']"
positive,TM#3,TM#3:0,"
     Great Indian Food!
    ",FOOD#QUALITY,Indian Food,"('6', '17')","['Great', 'Indian', 'Food']"
positive,TM#3,TM#3:2,"
     When I got there the place was packed but they made sure to seat me quickly.
    ",SERVICE#GENERAL,NULL,"('0', '0')","['When', 'I', 'got', 'place', 'packed', 'made', 'sure', 'seat', 'quickly']"
positive,TM#3,TM#3:3,"
     The food was good, the place was clean and affordable.
    ",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'good', 'place', 'clean', 'affordable']"
positive,TM#3,TM#3:3,"
     The food was good, the place was clean and affordable.
    ",AMBIENCE#GENERAL,place,"('23', '28')","['The', 'food', 'good', 'place', 'clean', 'affordable']"
positive,TM#3,TM#3:3,"
     The food was good, the place was clean and affordable.
    ",RESTAURANT#PRICES,place,"('23', '28')","['The', 'food', 'good', 'place', 'clean', 'affordable']"
positive,TM#3,TM#3:4,"
     I noticed alot of indian people eatting there which is a great sign for an indian place!
    ",RESTAURANT#MISCELLANEOUS,indian place,"('75', '87')","['I', 'noticed', 'alot', 'indian', 'people', 'eatting', 'great', 'sign', 'indian', 'place']"
